time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2025/07/11/14:10:49.070860,0.31225441806467763,0.0,0.0,0.0,0.0,0.30182428894941343
2025/07/11/14:10:49.121741,0.31306351947788114,0.0,0.0,0.0,0.0,0.2994971313227103
2025/07/11/14:10:49.170966,0.3136430323367939,0.0,0.0,0.0,0.0,0.29784232971700414
2025/07/11/14:10:49.221242,0.313991372232252,0.0,0.0,0.0,0.0,0.2968524282992603
2025/07/11/14:10:49.270937,0.3141075907812811,0.0,0.0,0.0,0.0,0.29652295753992713
2025/07/11/14:10:49.321352,0.31399137223226103,0.0,0.0,0.0,0.0,0.29685242829925396
2025/07/11/14:10:49.370890,0.31364303233679836,0.0,0.0,0.0,0.0,0.2978423297169413
2025/07/11/14:10:49.421396,0.3130635194778811,0.0,0.0,0.0,0.0,0.29949713132269773
2025/07/11/14:10:49.471024,0.3122544180646689,0.0,0.0,0.0,0.0,0.30182428894945956
2025/07/11/14:10:49.521896,0.31121795422567583,0.0,0.0,0.0,0.0,0.304834253170093
2025/07/11/14:10:49.570976,0.30995700385226316,0.0,0.0,0.0,0.0,0.3085404780454635
2025/07/11/14:10:49.621665,0.3084751030640156,0.0,0.0,0.0,0.0,0.3129594269215615
2025/07/11/14:10:49.670958,0.30677646118569807,0.0,0.0,0.0,0.0,0.31811057078584454
2025/07/11/14:10:49.722016,0.3048659763407864,0.0,0.0,0.0,0.0,0.3240163732372915
2025/07/11/14:10:49.770888,0.3027492537798542,0.0,0.0,0.0,0.0,0.3307022543711387
2025/07/11/14:10:49.821445,0.3004326270697014,0.0,0.0,0.0,0.0,0.33819652376094367
2025/07/11/14:10:49.870928,0.2979231822711373,0.0,0.0,0.0,0.0,0.34653027016773097
2025/07/11/14:10:49.921373,0.29522878522671286,0.0,0.0,0.0,0.0,0.35573719253432345
2025/07/11/14:10:49.970940,0.29235811206167905,0.0,0.0,0.0,0.0,0.36585335316759354
2025/07/11/14:10:50.021814,0.28932068296817376,0.0,0.0,0.0,0.0,0.3769168297106552
2025/07/11/14:10:50.071111,0.28612689928917157,0.0,0.0,0.0,0.0,0.3889672375253212
2025/07/11/14:10:50.121944,0.2827880838395461,0.0,0.0,0.0,0.0,0.4020450884618078
2025/07/11/14:10:50.170887,0.27931652428869663,0.0,0.0,0.0,0.0,0.41619094578683535
2025/07/11/14:10:50.221473,0.2757255192735943,0.0,0.0,0.0,0.0,0.4314443284993073
2025/07/11/14:10:50.271123,0.2720294267031598,0.0,0.0,0.0,0.0,0.44784231180120976
2025/07/11/14:10:50.321375,0.26824371344138864,0.0,0.0,0.0,0.0,0.46541776480728714
2025/07/11/14:10:50.370595,0.2643850052050091,0.0,0.0,0.0,0.0,0.4841971627354421
2025/07/11/14:10:50.421468,0.2604711350682967,0.0,0.0,0.0,0.0,0.504197910376428
2025/07/11/14:10:50.470998,0.2565211884197653,0.0,0.0,0.0,0.0,0.5254251187717112
2025/07/11/14:10:50.521326,0.25255554155534576,0.0,0.0,0.0,0.0,0.5478677905985998
2025/07/11/14:10:50.570735,0.2485958903162474,0.0,0.0,0.0,0.0,0.571494395360113
2025/07/11/14:10:50.621358,0.24466526429829571,0.0,0.0,0.0,0.0,0.5962478572838785
2025/07/11/14:10:50.670801,0.24078802120096404,0.0,0.0,0.0,0.0,0.6220400412191464
2025/07/11/14:10:50.721328,0.23698981490262017,0.0,0.0,0.0,0.0,0.6487459085602656
2025/07/11/14:10:50.770865,0.23329752993456326,0.0,0.0,0.0,0.0,0.6761976281851527
2025/07/11/14:10:50.821437,0.2297391743124943,0.0,0.0,0.0,0.0,0.704179064599888
2025/07/11/14:10:50.870756,0.22634372235294847,0.0,0.0,0.0,0.0,0.7324212186236746
2025/07/11/14:10:50.921416,0.22314089938086706,0.0,0.0,0.0,0.0,0.7605993477538028
2025/07/11/14:10:50.970802,0.22016090138095057,0.0,0.0,0.0,0.0,0.788332615534849
2025/07/11/14:10:51.021565,0.21743404491712837,0.0,0.0,0.0,0.0,0.8151871724743757
2025/07/11/14:10:51.070672,0.2149903462401045,0.0,0.0,0.0,0.0,0.8406835084755272
2025/07/11/14:10:51.121546,0.21285903349064406,0.0,0.0,0.0,0.0,0.8643086929256981
2025/07/11/14:10:51.170765,0.2110680021380446,0.0,0.0,0.0,0.0,0.885533703850169
2025/07/11/14:10:51.221366,0.2096432308278599,0.0,0.0,0.0,0.0,0.9038354462244469
2025/07/11/14:10:51.270712,0.2086081818870268,0.0,0.0,0.0,0.0,0.9187223264231292
2025/07/11/14:10:51.321299,0.20798321680366855,0.0,0.0,0.0,0.0,0.9297614968257247
2025/07/11/14:10:51.370749,0.2077850608850656,0.0,0.0,0.0,0.0,0.9366052694192045
2025/07/11/14:10:51.421678,0.20802635192619415,0.0,0.0,0.0,0.0,0.9390138895039218
2025/07/11/14:10:51.470886,0.20871530440923552,0.0,0.0,0.0,0.0,0.9368719916856524
2025/07/11/14:10:51.521397,0.20985551346248738,0.0,0.0,0.0,0.0,0.9301966721446014
2025/07/11/14:10:51.570493,0.211445912254514,0.0,0.0,0.0,0.0,0.9191361261249273
2025/07/11/14:10:51.622028,0.21348088408836158,0.0,0.0,0.0,0.0,0.9039590288686019
2025/07/11/14:10:51.671047,0.21595051799174644,0.0,0.0,0.0,0.0,0.8850360307404962
2025/07/11/14:10:51.721890,0.21884098587119813,0.0,0.0,0.0,0.0,0.8628156527845346
2025/07/11/14:10:51.770745,0.22213501170874728,0.0,0.0,0.0,0.0,0.8377973468021718
2025/07/11/14:10:51.821334,0.2258123995519304,0.0,0.0,0.0,0.0,0.8105044816154521
2025/07/11/14:10:51.870744,0.2298505871633148,0.0,0.0,0.0,0.0,0.781459606146042
2025/07/11/14:10:51.921553,0.23422519551118298,0.0,0.0,0.0,0.0,0.7511636681006149
2025/07/11/14:10:51.970849,0.23891054977850323,0.0,0.0,0.0,0.0,0.7200801052516724
2025/07/11/14:10:52.021556,0.2438801541206053,0.0,0.0,0.0,0.0,0.6886240216640415
2025/07/11/14:10:52.070776,0.24910710901584499,0.0,0.0,0.0,0.0,0.6571561097215729
2025/07/11/14:10:52.121345,0.2545644659929736,0.0,0.0,0.0,0.0,0.6259806196356055
2025/07/11/14:10:52.170616,0.2602255193496255,0.0,0.0,0.0,0.0,0.5953465040690776
2025/07/11/14:10:52.222008,0.2660640380390213,0.0,0.0,0.0,0.0,0.5654508406961021
2025/07/11/14:10:52.271090,0.27205444324185907,0.0,0.0,0.0,0.0,0.5364437128486189
2025/07/11/14:10:52.321381,0.27817193842600973,0.0,0.0,0.0,0.0,0.508433862535465
2025/07/11/14:10:52.370683,0.2843925991563975,0.0,0.0,0.0,0.0,0.48149458466772943
2025/07/11/14:10:52.421315,0.29069342978407464,0.0,0.0,0.0,0.0,0.45566948125446627
2025/07/11/14:10:52.470751,0.29705239362481844,0.0,0.0,0.0,0.0,0.4309778251667076
2025/07/11/14:10:52.521606,0.30344842250305704,0.0,0.0,0.0,0.0,0.40741938856950993
2025/07/11/14:10:52.570826,0.30986141071149287,0.0,0.0,0.0,0.0,0.3849786706373058
2025/07/11/14:10:52.621818,0.31627219760765113,0.0,0.0,0.0,0.0,0.3636285152726039
2025/07/11/14:10:52.670826,0.32266254229104424,0.0,0.0,0.0,0.0,0.34333314629852274
2025/07/11/14:10:52.721811,0.3290150931080956,0.0,0.0,0.0,0.0,0.32405066936683474
