time,x,y,theta,left_vel,right_vel
0.0,1.0,0.0,1.5786512774347865,0.30534827860017455,0.3926901242637804
0.05,0.9998766324816606,0.0157053795390641,1.586512043544511,0.2832920614807502,0.41446654347981365
0.1,0.9995065603657316,0.0313952597646566,1.602262684194618,0.2607942388464329,0.43619027745755756
0.15,0.99888987496197,0.0470541566592571,1.6180833304945137,0.2596630885304033,0.43603362142044755
0.2,0.9980267284282716,0.0626666167821521,1.634009380114826,0.25807886832564253,0.4358198384847464
0.25,0.996917333733128,0.0782172325201154,1.6500767051231522,0.256040974595131,0.435554479239708
0.3,0.99556196460308,0.0936906572928623,1.6663218109508495,0.25354864130022686,0.43524470059366527
0.35,0.9939609554551796,0.1090716206982712,1.682781995795971,0.250600949921991,0.4348992791091587
0.4,0.992114701314478,0.1243449435824274,1.69949551020454,0.24719684436383965,0.43452862493772587
0.45,0.9900236577165576,0.1394955530196146,1.7165017162992706,0.2433351527032279,0.4341447947207452
0.5,0.9876883405951378,0.1545084971874737,1.733841245767693,0.23901461819055977,0.4337615013202217
0.55,0.985109326154774,0.1693689601226457,1.7515561552626098,0.2342339425256191,0.4333941176292675
0.6000000000000001,0.9822872507286888,0.184062276342339,1.7696900772863495,0.2289918451963059,0.43305967096177095
0.65,0.9792228106217656,0.1985739453173903,1.7882883639003937,0.22328714356122434,0.43277682360924324
0.7000000000000001,0.9759167619387474,0.2128896457825363,1.8073982196949927,0.2171188594136351,0.43256583405677596
0.75,0.9723699203976766,0.2269952498697733,1.8270688193361588,0.21048635899429777,0.4324484920461021
0.8,0.9685831611286312,0.2408768370508576,1.847351403644318,0.2033895348277381,0.4324480191481841
0.8500000000000001,0.964557418457798,0.2545207078751856,1.868299346513839,0.19582903933018464,0.43258892475769006
0.9,0.9602936856769432,0.2679133974894983,1.889968183021269,0.18780658183909044,0.43289680546913667
0.95,0.95579301479833,0.2810416889260653,1.9124155867672477,0.17932530246807712,0.43339807369547667
1.0,0.9510565162951536,0.2938926261462365,1.9357012818422008,0.17039023786205543,0.43411959925607274
1.05,0.9460853588275452,0.3064535268264882,1.9598868718181703,0.161008895297172,0.43508824568366955
1.1,0.9408807689542256,0.3187119948743449,1.9850355649117704,0.15119195231122978,0.43633028147769143
1.15,0.9354440308298672,0.3306559326618259,2.0112117710681336,0.1409540986872762,0.43787064590895175
1.2000000000000002,0.9297764858882512,0.3422735529643443,2.038480543411672,0.13031503549475099,0.4397320498824996
1.25,0.9238795325112868,0.3535533905932738,2.0669068336579284,0.11930064116302522,0.4419338956266253
1.3,0.9177546256839813,0.3644843137107058,2.09655452921512,0.10794430616201722,0.4444910056518591
1.35,0.9114032766354452,0.3750555348152297,2.1274852395661,0.09628842457562632,0.4474121627539228
1.4,0.9048270524660196,0.3852566213878946,2.1597568020872133,0.08438601141986278,0.45069848013783165
1.4500000000000002,0.8980275757606156,0.3950775061878452,2.1934214839353343,0.07230238792682454,0.4543416451901125
1.5,0.8910065241883679,0.4045084971874737,2.228523868394605,0.060116842739440665,0.4583221126707101
1.55,0.8837656300886935,0.4135402871372809,2.265098432522963,0.047924135770591444,0.4626073627016083
1.6,0.8763066800438636,0.4221639627510075,2.303166849242188,0.035835666019655,0.46715038365355777
1.65,0.8686315144381913,0.4303710135019717,2.3427350816970653,0.023980080251229777,0.4718885850395945
1.7000000000000002,0.8607420270039436,0.4381533400219318,2.383790380104094,0.012503064738004445,0.47674338277521555
1.75,0.8526401643540923,0.4455032620941839,2.426298338943764,0.001566049123799,0.48162071735870493
1.8,0.8443279255020151,0.4524135262330098,2.470200220386377,-0.008656426117682333,0.48641275109569587
1.85,0.8358073613682703,0.4588773128419905,2.5154107908421715,-0.01798085570518089,0.49100093012884255
1.9,0.8270805742745618,0.4648882429441257,2.561816941836501,-0.026220477091380888,0.4952604818425883
1.95,0.8181497174250234,0.4704403844771128,2.609277363450286,-0.03319240269069211,0.49906624897481977
2.0,0.8090169943749475,0.4755282581475767,2.6576234991362933,-0.03872581623899911,0.5022995537657362
2.0500000000000003,0.7996846584870905,0.4801468428384716,2.7066619300511383,-0.042670644283502444,0.5048555705138742
2.1,0.7901550123756904,0.4842915805643155,2.756178217799821,-0.04490592834558544,0.5066505080901674
2.15,0.7804304073383298,0.4879583809693736,2.805942088609574,-0.045347031991491,0.5076278140497003
2.2,0.7705132427757891,0.4911436253643443,2.8557136900872355,-0.043950859319389995,0.5077626468954819
2.25,0.7604059656000309,0.4938441702975689,2.9052505197282508,-0.04071844961759311,0.5070640350897875
2.3000000000000003,0.7501110696304595,0.4960573506572389,2.954314537334564,-0.035694623520674776,0.5055744285306882
2.35,0.7396310949786097,0.49778098230154,3.002678949097496,-0.02896473173534822,0.503366696376154
2.4000000000000004,0.7289686274214116,0.4990133642141358,3.0501341943946345,-0.02064892239386578,0.5005389623755345
2.45,0.7181262977631888,0.4997532801828658,3.096492768355988,-0.010894624574108,0.4972079265101064
2.5,0.7071067811865476,0.5,3.141592653589793,0.00013190534018988888,0.4935014540125792
2.5500000000000003,0.6959127965923142,0.4997532801828658,3.1852992871170183,0.012254124359805888,0.48955120797781465
2.6,0.6845471059286886,0.4990133642141358,3.2275061286410347,0.025293101705124665,0.4854859808800119
2.6500000000000004,0.6730125135097733,0.49778098230154,3.268134005368498,0.03907424829391078,0.4814261861753772
2.7,0.6613118653236519,0.4960573506572389,3.3071294774596987,0.05343257987424211,0.4774797529668912
2.75,0.6494480483301838,0.4938441702975689,3.344462496525175,0.06821643153292956,0.47373946651286236
