time,x,y,right_vel,left_vel
1.7000000000000002,-0.1288444942955249,-0.12777055101341586,1.3335000379134934,1.4335685222072139
1.75,-0.1782460556494921,-0.17539161384480995,1.285778568666485,1.4282248264104096
1.8,-0.22720209469308714,-0.22126022164742623,1.2282315197625753,1.416830142169741
1.85,-0.275590246824513,-0.26491807045424665,1.1607386343663948,1.4006356141239782
1.9000000000000001,-0.3232895668635036,-0.3059289454713596,1.083208313265936,1.3811659561371699
1.9500000000000002,-0.37018083135128715,-0.34388307959198705,0.9955621176929716,1.3602568156503179
2.0,-0.4161468365471424,-0.3784012476539642,0.8977374826563977,1.3400835431690417
2.0500000000000003,-0.46107269137671314,-0.40913855553220546,0.7897331441724744,1.3231593223274687
2.1,-0.5048461045998575,-0.43578788620679404,0.6717445184058273,1.3122567219718955
2.15,-0.5473576654802709,-0.4580829683747274,0.5444708051165994,1.3101680680195085
2.2,-0.5885011172553457,-0.47580103694475806,0.4097105826925955,1.3191745632761425
2.25,-0.628173622722739,-0.48876505883254856,0.27134436101497217,1.3400904279559764
2.3000000000000003,-0.6662760212798243,-0.4968455018167322,0.13659495104004082,1.3709186825736184
2.35,-0.702713076773554,-0.49996162878205047,15.724852875577453,-14.302283915177243
2.4000000000000004,-0.7373937155412458,-0.49808230441792023,15.63485845364025,-14.273240280873322
2.45,-0.7702312540473075,-0.49122630631216624,-0.11953218100368213,1.4478032938505812
2.5,-0.8011436155469338,-0.4794621373315693,-0.1153557643793528,1.439088231851024
2.5500000000000003,-0.8300535352352224,-0.462907341163866,-0.0641767520631632,1.4104956201839558
2.6,-0.8568887533689472,-0.4417273278600765,0.021490691773963566,1.3703389530359136
2.6500000000000004,-0.881582195878286,-0.4161337211119504,0.1259614085845293,1.3285970118815291
2.7,-0.9040721420170611,-0.38638224377799363,0.2356415159881592,1.292750389038602
2.75,-0.9243023786324635,-0.35277016278519596,0.34122892358822565,1.266359086249082
2.8000000000000003,-0.9422223406686583,-0.3156333189361604,0.4373926474198796,1.2497631520626715
2.85,-0.9577872375530905,-0.27534277129881873,0.5215148376469544,1.2414381437930597
2.9000000000000004,-0.9709581651495908,-0.23230108970687827,0.5925181405211327,1.2391226961709205
2.95,-0.9817022029984541,-0.186938332415118,0.6500825447737115,1.2405081035287515
3.0,-0.9899924966004454,-0.13970774909946296,0.6942063656416275,1.2435823229977239
3.0500000000000003,-0.9958083245390612,-0.09108125213604752,0.7249881265492593,1.2467696727872541
3.1,-0.9991351502732796,-0.041544701408748205,0.742529171402204,1.2489705171949947
3.1500000000000004,-0.999964658471342,0.0084069502421753,0.7468951005011462,1.2495617256954608
3.2,-0.9982947757947531,0.05827460242524682,0.7381028872599154,1.2483888056146535
3.25,-0.994129676080546,0.10755999404390777,0.7161185897720577,1.2457631433927872
3.3000000000000003,-0.9874797699088648,0.15577068175668937,0.6808623221672492,1.2424672459994077
3.35,-0.9783616785819342,0.20242496030829918,0.6322273712777063,1.2397619777506366
3.4000000000000004,-0.9667981925794611,0.24705667556930444,0.5701336678093163,1.2393775388594455
3.45,-0.9528182145943048,0.28921988219410005,0.4946570804607098,1.243448858486711
3.5,-0.9364566872907963,0.32849329935939453,0.4063087120672624,1.2543212137474788
3.5500000000000003,-0.9177545059662757,0.3644845200629383,0.3065763631040272,1.274106372470293
3.6,-0.8967584163341469,0.39683393192457667,0.19884339288960196,1.3038482428054392
3.6500000000000004,-0.8735208976839376,0.4252183103142824,0.08965293668703944,1.3422689853288592
3.7,-0.848100031710408,0.4493540479058134,-0.010193140794022337,1.3844944309839842
3.75,-0.8205593573395608,0.46899998838736945,-0.0859871857504263,1.4219007362439884
3.8000000000000003,-0.7909677119144167,0.4839598360157433,-0.12241120998784383,1.4444997972366203
3.85,-0.759399059137508,0.4940841169385002,-0.10942014773178166,1.4456920659907433
3.9000000000000004,-0.72593230420014,0.49927167268730255,-0.04709549893949949,1.426268776273865
3.95,-0.6906510965605076,0.4994706709198861,0.05459559363975175,1.394092812926168
4.0,-0.6536436208636119,0.49467912331169084,0.1808875373102905,1.3597261983428088
4.05,-0.6150023765255744,0.48494490542254326,0.3179143834151684,1.3317769960682013
4.1000000000000005,-0.5748239465332684,0.47036527833988634,0.4556814680500897,1.3148130908631286
4.15,-0.5332087560371543,0.45108591687814664,0.588228874872012,1.3097265897905466
4.2,-0.4902608213406994,0.4272994540441402,0.7125097914742506,1.315074520956122
4.25,-0.44608748991379277,0.3992435563117452,0.8271847777594983,1.3283203122961436
4.3,-0.40079917207997545,0.3671985489370567,0.9317735268357692,1.346636622632108
4.3500000000000005,-0.3545090650481312,0.331484615041091,1.0261703665520239,1.3673216536496384
4.4,-0.30733286997841935,0.2924585964458808,1.1104065026826384,1.3879721951342385
4.45,-0.25938850278962616,0.2505104282289423,1.1845520790788893,1.4065291107951694
4.5,-0.21079579943077975,0.2060592426208783,1.248689009439559,1.42126525130772
4.55,-0.1616762163536865,0.1595491811746761,1.3029163186677444,1.4307521500921703
4.6000000000000005,-0.112152526935054,0.11144495705012297,1.3473687135490677,1.4338222591308525
4.65,-0.06234851460699165,0.06222721175353085,1.382239473292435,1.4295333559273768
4.7,-0.01238866346289056,0.012387712726678882,1.40780405753905,1.4171369491700756
4.75,0.03760215288797656,-0.03757556023090466,1.4244434460239446,1.3960504241720564
4.800000000000001,0.08749898343944729,-0.0871633906114907,1.432667494365191,1.3658318863492456
4.8500000000000005,0.13717711210090816,-0.1358803132054721,1.4331392071522187,1.326156486832272
4.9,0.18651236942257576,-0.18323956462596422,1.4267011049910143,1.2767931590656787
4.95,0.2353814429544512,-0.22876794688766067,1.4144048645478635,1.2175811208000547
5.0,0.2836621854632263,-0.2720105554446849,1.397544985795707,1.1484063840642806
5.050000000000001,0.33123392023675463,-0.3125353244464417,1.377695922648074,1.069180345756418
5.1000000000000005,0.3779777427129811,-0.3499373437967718,1.3567488950795625,0.9798262819373514
5.15,0.42377681767942826,-0.3838429048817913,1.3369375327998319,0.8802870554189404
5.2,0.4685166713003771,-0.41391323454282686,1.3208272033140338,0.7705815649677283
5.25,0.5120854772418406,-0.43984787998583497,1.3112166432047678,0.6509621982812521
5.300000000000001,0.5543743361791614,-0.4613877108064036,1.3108595298623074,0.522261625443823
5.3500000000000005,0.5952775479886067,-0.4783175081350942,1.3218700335833007,0.38654885412932993
5.4,0.6346928759426346,-0.4904681150332458,1.3446900291966268,0.24817642032717624
5.45,0.6725218022484659,-0.49771812665318865,1.3767143339735233,0.11504234782791334
5.5,0.70866977429126,-0.4999951032753517,1.4112594828415879,-0.0007390282150129268
5.550000000000001,0.7430464409664105,-0.4972762941019945,1.4382802034951079,-0.08426712179271889
5.6000000000000005,0.7755658785102503,-0.48958886457565853,1.4479125188743263,-0.12240976851084051
5.65,0.8061468052647158,-0.47700962495104454,1.4355026917049174,-0.10978200954337713
5.7,0.8347127848391598,-0.4596642628323378,1.4042728427202207,-0.05176173873609091
5.75,0.8611924171615207,-0.4377260873442142,1.3631810259942057,0.03815878761022251
5.800000000000001,0.8855195169413191,-0.41141429748435393,1.3220115424568868,0.14434911307635578
5.8500000000000005,0.9076332790984134,-0.3809917919595161,1.2876092281804974,0.25387056532575125
5.9,0.9274784307440358,-0.3467625423885612,1.2629089372432243,0.35815552568647313
5.95,0.9450053693342275,-0.3090685561185166,1.2478420936722403,0.4524229570271556
6.0,0.9601702866503661,-0.2682864590002174,1.240693368377606,0.5343863662129916
6.050000000000001,0.9729352782968977,-0.22482373226729993,1.239156443693875,0.6031397019419957
6.1000000000000005,0.9832684384425846,-0.17911464111841355,1.2409556438054703,0.6584396437581185
6.15,0.9911439395684688,-0.1316158956829005,1.2441462906572167,0.7003122924385676
6.2,0.9965420970232174,-0.08280208772415472,1.247231598837568,0.7288612700242234
6.25,0.9994494182244996,-0.03316094867560034,1.1866136164602596,0.806762514276053
6.300000000000001,0.9998586363834152,0.016811523610569232,1.1249482331898055,0.8740176778326204
