time,.linear.x,.linear.y,.linear.z,.angular.x,.angular.y,.angular.z
2025/07/11/14:09:48.357376,0.21743404491712837,0.0,0.0,0.0,0.0,0.8151871724743757
2025/07/11/14:09:48.408444,0.2149903462401045,0.0,0.0,0.0,0.0,0.8406835084755272
2025/07/11/14:09:48.458423,0.21285903349064406,0.0,0.0,0.0,0.0,0.8643086929256981
2025/07/11/14:09:48.508291,0.2110680021380446,0.0,0.0,0.0,0.0,0.885533703850169
2025/07/11/14:09:48.558365,0.2096432308278599,0.0,0.0,0.0,0.0,0.9038354462244469
2025/07/11/14:09:48.608234,0.2086081818870268,0.0,0.0,0.0,0.0,0.9187223264231292
2025/07/11/14:09:48.658491,0.20798321680366855,0.0,0.0,0.0,0.0,0.9297614968257247
2025/07/11/14:09:48.708336,0.2077850608850656,0.0,0.0,0.0,0.0,0.9366052694192045
2025/07/11/14:09:48.758457,0.20802635192619415,0.0,0.0,0.0,0.0,0.9390138895039218
2025/07/11/14:09:48.808033,0.20871530440923552,0.0,0.0,0.0,0.0,0.9368719916856524
2025/07/11/14:09:48.858418,0.20985551346248738,0.0,0.0,0.0,0.0,0.9301966721446014
2025/07/11/14:09:48.908416,0.211445912254514,0.0,0.0,0.0,0.0,0.9191361261249273
2025/07/11/14:09:48.958333,0.21348088408836158,0.0,0.0,0.0,0.0,0.9039590288686019
2025/07/11/14:09:49.008444,0.21595051799174644,0.0,0.0,0.0,0.0,0.8850360307404962
2025/07/11/14:09:49.058327,0.21884098587119813,0.0,0.0,0.0,0.0,0.8628156527845346
2025/07/11/14:09:49.108124,0.22213501170874728,0.0,0.0,0.0,0.0,0.8377973468021718
2025/07/11/14:09:49.158407,0.2258123995519304,0.0,0.0,0.0,0.0,0.8105044816154521
2025/07/11/14:09:49.208218,0.2298505871633148,0.0,0.0,0.0,0.0,0.781459606146042
2025/07/11/14:09:49.258204,0.23422519551118298,0.0,0.0,0.0,0.0,0.7511636681006149
2025/07/11/14:09:49.308203,0.23891054977850323,0.0,0.0,0.0,0.0,0.7200801052516724
2025/07/11/14:09:49.358313,0.2438801541206053,0.0,0.0,0.0,0.0,0.6886240216640415
2025/07/11/14:09:49.408256,0.24910710901584499,0.0,0.0,0.0,0.0,0.6571561097215729
2025/07/11/14:09:49.458563,0.2545644659929736,0.0,0.0,0.0,0.0,0.6259806196356055
2025/07/11/14:09:49.508068,0.2602255193496255,0.0,0.0,0.0,0.0,0.5953465040690776
2025/07/11/14:09:49.558523,0.2660640380390213,0.0,0.0,0.0,0.0,0.5654508406961021
2025/07/11/14:09:49.607981,0.27205444324185907,0.0,0.0,0.0,0.0,0.5364437128486189
2025/07/11/14:09:49.658355,0.27817193842600973,0.0,0.0,0.0,0.0,0.508433862535465
2025/07/11/14:09:49.708025,0.2843925991563975,0.0,0.0,0.0,0.0,0.48149458466772943
2025/07/11/14:09:49.758115,0.29069342978407464,0.0,0.0,0.0,0.0,0.45566948125446627
2025/07/11/14:09:49.808246,0.29705239362481844,0.0,0.0,0.0,0.0,0.4309778251667076
2025/07/11/14:09:49.858281,0.30344842250305704,0.0,0.0,0.0,0.0,0.40741938856950993
2025/07/11/14:09:49.908326,0.30986141071149287,0.0,0.0,0.0,0.0,0.3849786706373058
2025/07/11/14:09:49.958506,0.31627219760765113,0.0,0.0,0.0,0.0,0.3636285152726039
2025/07/11/14:09:50.008265,0.32266254229104424,0.0,0.0,0.0,0.0,0.34333314629852274
2025/07/11/14:09:50.058427,0.3290150931080956,0.0,0.0,0.0,0.0,0.32405066936683474
2025/07/11/14:09:50.108507,0.3353133541293668,0.0,0.0,0.0,0.0,0.3057351006511822
2025/07/11/14:09:50.158313,0.3415416502369785,0.0,0.0,0.0,0.0,0.2883379856714304
2025/07/11/14:09:50.208263,0.3476850920430416,0.0,0.0,0.0,0.0,0.2718096699845701
2025/07/11/14:09:50.258414,0.3537295415238759,0.0,0.0,0.0,0.0,0.25610027896512794
2025/07/11/14:09:50.307961,0.3596615789877022,0.0,0.0,0.0,0.0,0.24116045789146814
2025/07/11/14:09:50.358310,0.3654684717862764,0.0,0.0,0.0,0.0,0.22694191700200722
2025/07/11/14:09:50.407833,0.37113814502134385,0.0,0.0,0.0,0.0,0.21339781969612215
2025/07/11/14:09:50.458547,0.37665915437647496,0.0,0.0,0.0,0.0,0.20048304598398572
2025/07/11/14:09:50.508331,0.38202066111680033,0.0,0.0,0.0,0.0,0.1881543578226448
2025/07/11/14:09:50.558550,0.38721240923455263,0.0,0.0,0.0,0.0,0.17637048818917891
